text,label
"तपाईंले रु 75,000 जित्नुभएको छ। पुरस्कार लिन https://claim-prize.net",phishing
तपाईंको Machhapuchchhre Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
"तपाईंले रु 5,000 जित्नुभएको छ। पुरस्कार लिन https://security-check.info",phishing
Nepal Telecom नम्बर Verify गर्नुहोस्। https://secure-login.net,phishing
Ncell नम्बर Verify गर्नुहोस्। https://verify-now.com,phishing
"तपाईंले रु 75,000 जित्नुभएको छ। पुरस्कार लिन https://verify-now.com",phishing
Himalayan Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
Sastodeal बाट आएको पार्सल रोकिएको छ। https://account-update.org,phishing
eSewa KYC अपडेट गर्नुहोस्। https://security-check.info,phishing
"Congratulations! You won रु 50,000. https://security-check.info",phishing
तपाईंको Nabil Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
FonePay KYC अपडेट गर्नुहोस्। https://verify-now.com,phishing
तपाईंको Himalayan Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
OTP पुष्टि गर्नुहोस्। https://security-check.info,phishing
"तपाईंले रु 25,000 जित्नुभएको छ। पुरस्कार लिन https://security-check.info",phishing
IME Pay KYC अपडेट गर्नुहोस्। https://claim-prize.net,phishing
"तपाईंले रु 250,000 जित्नुभएको छ। पुरस्कार लिन https://security-check.info",phishing
Sanima Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
"तपाईंले रु 250,000 जित्नुभएको छ। पुरस्कार लिन https://verify-now.com",phishing
IME Pay KYC अपडेट गर्नुहोस्। https://account-update.org,phishing
"Congratulations! You won रु 100,000. https://account-update.org",phishing
Machhapuchchhre Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
Pathao बाट आएको पार्सल रोकिएको छ। https://claim-prize.net,phishing
Your account has been suspended. https://secure-login.net,phishing
Khalti KYC अपडेट गर्नुहोस्। https://claim-prize.net,phishing
Update your account immediately. https://secure-login.net,phishing
Your account has been suspended. https://verify-now.com,phishing
तपाईंको Himalayan Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
Global IME Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
Your account has been suspended. https://account-update.org,phishing
"Congratulations! You won रु 250,000. https://secure-login.net",phishing
Global IME Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
Sastodeal बाट आएको पार्सल रोकिएको छ। https://security-check.info,phishing
Pathao बाट आएको पार्सल रोकिएको छ। https://verify-now.com,phishing
तपाईंको Prabhu Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
Khalti KYC अपडेट गर्नुहोस्। https://verify-now.com,phishing
Prabhu Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
OTP पुष्टि गर्नुहोस्। https://account-update.org,phishing
Update your account immediately. https://account-update.org,phishing
eSewa KYC अपडेट गर्नुहोस्। https://secure-login.net,phishing
"तपाईंले रु 100,000 जित्नुभएको छ। पुरस्कार लिन https://security-check.info",phishing
Daraz बाट आएको पार्सल रोकिएको छ। https://verify-now.com,phishing
"तपाईंले रु 100,000 जित्नुभएको छ। पुरस्कार लिन https://secure-login.net",phishing
तपाईंको Nabil Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
"तपाईंले रु 50,000 जित्नुभएको छ। पुरस्कार लिन https://account-update.org",phishing
Machhapuchchhre Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
NIC Asia Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
"Congratulations! You won रु 25,000. https://verify-now.com",phishing
"तपाईंले रु 100,000 जित्नुभएको छ। पुरस्कार लिन https://account-update.org",phishing
Your account has been suspended. https://security-check.info,phishing
Daraz बाट आएको पार्सल रोकिएको छ। https://claim-prize.net,phishing
Prabhu Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
Nabil Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
FonePay KYC अपडेट गर्नुहोस्। https://account-update.org,phishing
तपाईंको Global IME Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
"Congratulations! You won रु 5,000. https://security-check.info",phishing
तपाईंको NIC Asia Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
Sanima Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
Update your account immediately. https://security-check.info,phishing
"तपाईंले रु 25,000 जित्नुभएको छ। पुरस्कार लिन https://account-update.org",phishing
Everest Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
तपाईंको Prabhu Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
FonePay KYC अपडेट गर्नुहोस्। https://claim-prize.net,phishing
Nepal Telecom नम्बर Verify गर्नुहोस्। https://security-check.info,phishing
NIC Asia Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
IME Pay KYC अपडेट गर्नुहोस्। https://secure-login.net,phishing
Everest Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
eSewa KYC अपडेट गर्नुहोस्। https://claim-prize.net,phishing
तपाईंको Everest Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
तपाईंको Everest Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
Kumari Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
NIC Asia Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
तपाईंको Everest Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
FonePay KYC अपडेट गर्नुहोस्। https://secure-login.net,phishing
"Congratulations! You won रु 250,000. https://verify-now.com",phishing
"Congratulations! You won रु 75,000. https://secure-login.net",phishing
Daraz बाट आएको पार्सल रोकिएको छ। https://account-update.org,phishing
"Congratulations! You won रु 5,000. https://claim-prize.net",phishing
eSewa KYC अपडेट गर्नुहोस्। https://account-update.org,phishing
Pathao बाट आएको पार्सल रोकिएको छ। https://account-update.org,phishing
"तपाईंले रु 25,000 जित्नुभएको छ। पुरस्कार लिन https://claim-prize.net",phishing
तपाईंको Sanima Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
"तपाईंले रु 100,000 जित्नुभएको छ। पुरस्कार लिन https://claim-prize.net",phishing
तपाईंको Everest Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
तपाईंको NIC Asia Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
Ncell नम्बर Verify गर्नुहोस्। https://secure-login.net,phishing
Daraz बाट आएको पार्सल रोकिएको छ। https://security-check.info,phishing
"Congratulations! You won रु 5,000. https://secure-login.net",phishing
IME Pay KYC अपडेट गर्नुहोस्। https://verify-now.com,phishing
Nepal Telecom नम्बर Verify गर्नुहोस्। https://claim-prize.net,phishing
Himalayan Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
"तपाईंले रु 5,000 जित्नुभएको छ। पुरस्कार लिन https://secure-login.net",phishing
"Congratulations! You won रु 75,000. https://claim-prize.net",phishing
"तपाईंले रु 250,000 जित्नुभएको छ। पुरस्कार लिन https://secure-login.net",phishing
तपाईंको Sanima Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
तपाईंको Himalayan Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
"तपाईंले रु 50,000 जित्नुभएको छ। पुरस्कार लिन https://claim-prize.net",phishing
"Congratulations! You won रु 25,000. https://account-update.org",phishing
तपाईंको NIC Asia Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
तपाईंको NIC Asia Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
"तपाईंले रु 100,000 जित्नुभएको छ। पुरस्कार लिन https://verify-now.com",phishing
"तपाईंले रु 75,000 जित्नुभएको छ। पुरस्कार लिन https://security-check.info",phishing
"तपाईंले रु 10,000 जित्नुभएको छ। पुरस्कार लिन https://verify-now.com",phishing
Himalayan Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
"Congratulations! You won रु 50,000. https://claim-prize.net",phishing
तपाईंको NIC Asia Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
IME Pay KYC अपडेट गर्नुहोस्। https://security-check.info,phishing
Nabil Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
Nepal Telecom नम्बर Verify गर्नुहोस्। https://verify-now.com,phishing
"Congratulations! You won रु 10,000. https://secure-login.net",phishing
Ncell नम्बर Verify गर्नुहोस्। https://account-update.org,phishing
"तपाईंले रु 25,000 जित्नुभएको छ। पुरस्कार लिन https://verify-now.com",phishing
"तपाईंले रु 75,000 जित्नुभएको छ। पुरस्कार लिन https://secure-login.net",phishing
Kumari Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
"तपाईंले रु 5,000 जित्नुभएको छ। पुरस्कार लिन https://verify-now.com",phishing
तपाईंको Prabhu Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
Siddhartha Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
"तपाईंले रु 5,000 जित्नुभएको छ। पुरस्कार लिन https://account-update.org",phishing
Machhapuchchhre Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
Machhapuchchhre Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
"Congratulations! You won रु 10,000. https://account-update.org",phishing
Khalti KYC अपडेट गर्नुहोस्। https://security-check.info,phishing
Nabil Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
"Congratulations! You won रु 75,000. https://security-check.info",phishing
तपाईंको Himalayan Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
Daraz बाट आएको पार्सल रोकिएको छ। https://secure-login.net,phishing
FonePay KYC अपडेट गर्नुहोस्। https://security-check.info,phishing
"Congratulations! You won रु 100,000. https://verify-now.com",phishing
"Congratulations! You won रु 5,000. https://account-update.org",phishing
Machhapuchchhre Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
NIC Asia Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
Siddhartha Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
Siddhartha Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
"Congratulations! You won रु 25,000. https://secure-login.net",phishing
तपाईंको Siddhartha Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
"Congratulations! You won रु 25,000. https://security-check.info",phishing
Kumari Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
"तपाईंले रु 50,000 जित्नुभएको छ। पुरस्कार लिन https://secure-login.net",phishing
"तपाईंले रु 10,000 जित्नुभएको छ। पुरस्कार लिन https://account-update.org",phishing
तपाईंको Prabhu Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
तपाईंको Nabil Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
"Congratulations! You won रु 75,000. https://account-update.org",phishing
Sanima Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
"तपाईंले रु 10,000 जित्नुभएको छ। पुरस्कार लिन https://security-check.info",phishing
Siddhartha Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
तपाईंको Kumari Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
"Congratulations! You won रु 100,000. https://secure-login.net",phishing
तपाईंको Kumari Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
"Congratulations! You won रु 100,000. https://security-check.info",phishing
"Congratulations! You won रु 10,000. https://verify-now.com",phishing
तपाईंको Global IME Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
तपाईंको Prabhu Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
"Congratulations! You won रु 250,000. https://account-update.org",phishing
Nabil Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
Himalayan Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
तपाईंको Kumari Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
"Congratulations! You won रु 75,000. https://verify-now.com",phishing
Sanima Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
तपाईंको Machhapuchchhre Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
Everest Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
तपाईंको Himalayan Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
तपाईंको Global IME Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
तपाईंको Global IME Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
"तपाईंले रु 10,000 जित्नुभएको छ। पुरस्कार लिन https://claim-prize.net",phishing
"Congratulations! You won रु 25,000. https://claim-prize.net",phishing
तपाईंको Kumari Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
Prabhu Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
Prabhu Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
"तपाईंले रु 25,000 जित्नुभएको छ। पुरस्कार लिन https://secure-login.net",phishing
Kumari Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
"तपाईंले रु 250,000 जित्नुभएको छ। पुरस्कार लिन https://account-update.org",phishing
तपाईंको Nabil Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
तपाईंको Sanima Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
"तपाईंले रु 50,000 जित्नुभएको छ। पुरस्कार लिन https://verify-now.com",phishing
Global IME Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
"तपाईंले रु 50,000 जित्नुभएको छ। पुरस्कार लिन https://security-check.info",phishing
eSewa KYC अपडेट गर्नुहोस्। https://verify-now.com,phishing
तपाईंको Everest Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
तपाईंको Machhapuchchhre Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
तपाईंको Global IME Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
"Congratulations! You won रु 5,000. https://verify-now.com",phishing
Sastodeal बाट आएको पार्सल रोकिएको छ। https://claim-prize.net,phishing
"Congratulations! You won रु 10,000. https://claim-prize.net",phishing
Himalayan Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://account-update.org,phishing
Global IME Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
तपाईंको Siddhartha Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
"Congratulations! You won रु 50,000. https://account-update.org",phishing
"तपाईंले रु 10,000 जित्नुभएको छ। पुरस्कार लिन https://secure-login.net",phishing
Nabil Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
तपाईंको Siddhartha Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
तपाईंको Siddhartha Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
तपाईंको Siddhartha Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
"Congratulations! You won रु 100,000. https://claim-prize.net",phishing
तपाईंको Sanima Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
Sanima Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://security-check.info,phishing
तपाईंको Machhapuchchhre Bank खाता बन्द हुन लागेको छ। https://security-check.info,phishing
"Congratulations! You won रु 50,000. https://verify-now.com",phishing
तपाईंको Nabil Bank खाता बन्द हुन लागेको छ। https://claim-prize.net,phishing
"Congratulations! You won रु 10,000. https://security-check.info",phishing
"Congratulations! You won रु 250,000. https://claim-prize.net",phishing
तपाईंको Kumari Bank खाता बन्द हुन लागेको छ। https://account-update.org,phishing
NIC Asia Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://claim-prize.net,phishing
Kumari Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://secure-login.net,phishing
Everest Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
तपाईंको Machhapuchchhre Bank खाता बन्द हुन लागेको छ। https://secure-login.net,phishing
तपाईंको Sanima Bank खाता बन्द हुन लागेको छ। https://verify-now.com,phishing
Global IME Bank सुरक्षा कारणले तपाईंको खाता रोकिएको छ। https://verify-now.com,phishing
